location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
SK,2020-01-01,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.574074,-7.765432,-1.37037,8.861778,473.71,-9.259259,69.922631
SK,2020-01-02,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.969136,-7.141975,3.598765,2.229556,458.7875,-14.753086,43.762451
SK,2020-01-03,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.765432,-5.91358,2.160494,5.531556,448.945,-11.240741,54.0306
SK,2020-01-04,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.592593,-7.302469,0.611111,4.967111,690.372,-5.37037,87.607065
SK,2020-01-05,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-7.635802,-10.135802,-5.135802,9.567333,666.75,-10.790123,78.716401
SK,2020-01-06,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-8.425926,-12.808642,-3.246914,4.741333,573.7225,-12.111111,74.974883
SK,2020-01-07,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-6.469136,-10.487654,-1.679012,13.349111,556.5775,-12.512346,65.44266
SK,2020-01-08,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.679012,-9.487654,0.993827,4.430889,542.6075,-9.160494,68.758855
SK,2020-01-09,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.240741,-4.222222,1.240741,1.778,753.872,-0.796296,96.032916
SK,2020-01-10,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.444444,-3.734568,3.024691,1.27,492.76,-3.944444,78.03453
SK,2020-01-11,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.166667,-5.092593,1.012346,3.443111,534.488571,-3.987654,87.487082
SK,2020-01-12,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.179012,-6.722222,2.617284,2.878667,527.594286,-11.296296,57.244444
SK,2020-01-13,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.030864,-4.611111,1.228395,2.229556,686.308,-7.802469,70.90975
SK,2020-01-14,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.253086,-5.444444,1.32716,1.100667,513.08,-9.203704,68.140672
SK,2020-01-15,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.111111,-5.283951,3.425926,1.100667,500.38,-10.518519,58.698797
SK,2020-01-16,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.290123,-4.203704,4.049383,1.100667,488.768571,-6.419753,69.327701
SK,2020-01-17,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.098765,-5.259259,2.45679,1.100667,481.874286,-8.82716,64.825931
SK,2020-01-18,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.339506,-6.12963,1.635802,1.100667,553.72,-8.722222,64.105851
SK,2020-01-19,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.41358,-7.08642,-2.475309,0.22225,546.946667,-6.283951,87.21721
SK,2020-01-20,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.635802,-7.82716,-0.703704,0.733778,473.528571,-9.141975,71.585758
SK,2020-01-21,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.91358,-6.882716,1.981481,0.0,466.271429,-13.277778,54.686284
SK,2020-01-22,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.814815,-8.753086,1.487654,0.0,533.823333,-10.648148,62.655901
SK,2020-01-23,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.666667,-9.333333,0.901235,0.592667,533.823333,-12.123457,58.656653
SK,2020-01-24,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.333333,-7.135802,2.67284,0.0,527.05,-14.808642,47.511322
SK,2020-01-25,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.962963,-6.617284,2.617284,0.0,508.423333,-11.703704,56.316933
SK,2020-01-26,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.234568,-6.895062,1.438272,0.0,496.993333,-9.512346,65.401509
SK,2020-01-27,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-2.592593,-6.271605,2.728395,0.0,488.95,-6.358025,76.248001
SK,2020-01-28,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-3.314815,-6.765432,-1.037037,0.169333,561.848,-4.993827,88.416517
SK,2020-01-29,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.987654,-6.518519,-2.654321,3.330222,408.94,-8.04321,79.743882
SK,2020-01-30,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-3.641975,-5.981481,-1.08642,2.483556,596.392,-6.320988,82.39935
SK,2020-01-31,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,0.759259,-3.666667,3.722222,1.354667,518.583333,-1.395062,86.066803
SK,2020-02-01,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,3.790123,-0.141975,6.407407,5.503333,556.683333,1.04321,82.60065
SK,2020-02-02,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,1.228395,-1.012346,3.833333,3.273778,757.555,-0.697531,87.5209
SK,2020-02-03,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,0.37037,-1.154321,3.358025,10.668,524.691429,-0.975309,91.005549
SK,2020-02-04,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-2.240741,-4.549383,0.407407,10.724444,531.1775,-3.5,91.228407
SK,2020-02-05,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-6.407407,-10.160494,-3.864198,20.940889,826.77,-10.537037,74.225125
SK,2020-02-06,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-6.845679,-11.54321,-4.222222,8.269111,1062.228,-9.481481,82.016864
SK,2020-02-07,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-5.339506,-10.351852,-2.12963,3.725333,1103.884,-7.277778,86.360872
SK,2020-02-08,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.685185,-11.790123,1.030864,2.201333,881.38,-8.895062,73.950512
SK,2020-02-09,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-2.648148,-7.493827,2.098765,8.89,863.237143,-7.722222,68.623062
SK,2020-02-10,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-0.888889,-5.148148,3.024691,0.084667,1071.88,-3.839506,81.127425
SK,2020-02-11,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.049383,-5.851852,-1.864198,6.716889,941.916667,-6.407407,84.124707
SK,2020-02-12,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-5.654321,-6.753086,-4.432099,6.829778,973.243333,-8.253086,82.441002
SK,2020-02-13,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.660494,-7.728395,-1.487654,4.289778,862.0125,-8.722222,74.42034
SK,2020-02-14,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-2.08642,-4.358025,-0.462963,5.729111,851.535,-4.12963,86.257849
SK,2020-02-15,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-1.493827,-5.018519,3.598765,1.495778,951.411429,-6.290123,71.33068
SK,2020-02-16,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,1.567901,-2.567901,5.166667,4.430889,922.382857,-8.228395,53.891092
SK,2020-02-17,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,3.765432,-0.5,8.296296,1.100667,1045.633333,-2.790123,62.846223
SK,2020-02-18,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-0.32716,-3.895062,3.753086,1.890889,1088.136,-3.697531,78.912133
SK,2020-02-19,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-2.685185,-5.209877,-0.290123,0.141111,1082.04,-6.277778,77.217918
SK,2020-02-20,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.148148,-7.037037,-0.975309,2.286,1034.626667,-6.895062,81.797039
SK,2020-02-21,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.290123,-7.666667,-1.777778,0.366889,1114.044,-7.018519,81.803292
SK,2020-02-22,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-1.969136,-8.901235,3.339506,4.064,921.657143,-7.438272,66.889097
SK,2020-02-23,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,1.938272,-0.777778,4.475309,1.213556,1147.572,-0.5,84.74138
SK,2020-02-24,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-2.191358,-4.759259,2.851852,21.448889,857.068571,-6.265432,74.872442
SK,2020-02-25,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,1.814815,-4.209877,4.734568,2.511778,1253.236,-1.444444,80.253344
SK,2020-02-26,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-1.055556,-5.265432,2.055556,0.677333,1271.524,-4.308642,79.381044
SK,2020-02-27,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.666667,-6.777778,-1.938272,1.439333,1176.443333,-8.734568,74.189587
SK,2020-02-28,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-5.401235,-7.5,-3.58642,4.402667,1395.984,-7.648148,84.371875
SK,2020-02-29,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-4.111111,-9.771605,-0.41358,6.745111,1145.902857,-7.734568,76.808673
SK,2020-03-01,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-0.617284,-3.154321,1.345679,0.536222,1432.052,-2.611111,86.803311
SK,2020-03-02,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,-0.074074,-2.530864,3.166667,9.144,1526.032,-2.481481,84.379243
SK,2020-03-03,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.78,2.62963,-1.888889,4.598765,2.596444,1535.684,0.450617,86.621017
SK,2020-03-04,Q214,Slovakia,1.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.11,-2.277778,-5.302469,1.512346,6.208889,965.708,-3.358025,92.338809
SK,2020-03-05,Q214,Slovakia,0.0,0.0,5450421,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.11,-4.074074,-8.333333,0.407407,5.644444,1240.245714,-7.771605,75.894421
SK,2020-03-06,Q214,Slovakia,2.0,0.0,5450421,49.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.67,-1.969136,-5.635802,1.018519,1.100667,1543.812,-4.382716,84.173254
SK,2020-03-07,Q214,Slovakia,2.0,0.0,5450421,49.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.67,-1.481481,-4.012346,1.296296,1.213556,1390.226667,-3.839506,84.435364
