location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index
RO,2020-01-01,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-02,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-03,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-04,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-05,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-06,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-07,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-08,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-09,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-10,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-11,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-12,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-13,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-14,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-15,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-16,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-17,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-18,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-19,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-20,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-21,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-22,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-23,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-24,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-25,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-26,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-01-27,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78
RO,2020-01-28,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78
RO,2020-01-29,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78
RO,2020-01-30,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78
RO,2020-01-31,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78
RO,2020-02-01,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-02,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-03,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-04,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-05,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-06,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-07,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-08,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-09,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-10,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-11,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-12,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-13,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
RO,2020-02-14,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56
